location_id,municipality_name,poblacion,afiliados-ss,autonomos,empresas,personas-paradas,renta-bruta-media,renta-disponible-media,viviendas-familiares,viviendas-principales,afiliados-ss_PCP,autonomos_PCP,empresas_PCP,personas-paradas_PCP,viviendas-familiares_PCP,viviendas-principales_PCP
28057,Fresno de Torote,2044,328,147,105,141,24434,20145,1129,808,16.0469667318982,7.19178082191781,5.13698630136986,6.89823874755382,55.2348336594912,39.5303326810176
28120,Rascafría,1692,407,167,134,83,24390,20573,1758,772,24.0543735224586,9.86997635933806,7.91962174940898,4.90543735224586,103.900709219858,45.6264775413712
28051,Chapinería,2214,406,146,143,173,24275,19912,1397,782,18.3378500451671,6.59439927732611,6.45889792231256,7.81391147244806,63.0984643179765,35.3206865401987
28030,"Cabrera, La",2560,506,194,188,146,23785,19576,1722,915,19.765625,7.578125,7.34375,5.703125,67.265625,35.7421875
28075,Loeches,8388,3922,601,668,564,23749,19638,3563,2827,46.757272293753,7.16499761564139,7.96375774916547,6.7238912732475,42.4773485932284,33.7029089175012
28033,Campo Real,5888,1544,472,460,457,23221,19114,2844,2087,26.2228260869565,8.01630434782609,7.8125,7.76154891304348,48.3016304347826,35.444972826087
28151,Torrelaguna,4697,635,239,231,268,22666,18914,2619,1842,13.5192676176283,5.08835426868214,4.91803278688525,5.70576964019587,55.7589951032574,39.2165211837343
28183,Zarzalejo,1565,359,135,91,121,22586,18815,1622,610,22.9392971246006,8.62619808306709,5.814696485623,7.73162939297125,103.642172523962,38.9776357827476
28156,Valdeavero,1407,270,101,103,114,21825,18365,922,556,19.1897654584222,7.17839374555792,7.32054015636105,8.10234541577825,65.5294953802417,39.5167022032694
28056,Fresnedillas de la Oliva,1547,201,93,79,136,21604,18010,851,603,12.9928894634777,6.01163542340013,5.10665804783452,8.79120879120879,55.0096961861668,38.9786683904331
28168,"Vellón, El",1846,179,110,97,138,21441,18062,1480,718,9.69664138678223,5.95882990249187,5.2546045503792,7.47562296858071,80.1733477789816,38.8949079089924
28058,Fuenlabrada,194171,45291,9708,10248,13949,21340,17878,70835,66655,23.3253163448713,4.99971674451901,5.27782212585814,7.18387400796205,36.480730902143,34.3279892465919
28901,Lozoyuela-Navas-Sieteiglesias,1210,365,88,80,78,21328,17869,1930,489,30.1652892561983,7.27272727272727,6.61157024793388,6.44628099173554,159.504132231405,40.4132231404959
28099,Navas del Rey,2659,507,157,168,266,20851,17672,1736,971,19.0673185408048,5.9044753666792,6.31816472358029,10.0037608123355,65.287702143663,36.5174877773599
28133,San Martín de Valdeiglesias,8344,1579,484,501,730,20851,17501,5865,2908,18.9237775647172,5.80057526366251,6.00431447746884,8.74880153403643,70.2900287631831,34.8513902205177
28043,Colmenar de Oreja,7946,1313,595,507,649,18770,16203,4925,2979,16.5240372514473,7.48804429901837,6.38056883966776,8.1676315127108,61.9808708784294,37.4905612886987
28060,Fuentidueña de Tajo,1936,305,105,97,193,18386,15807,1419,766,15.754132231405,5.42355371900826,5.0103305785124,9.96900826446281,73.2954545454545,39.5661157024793
28006,Alcobendas,113340,109424,6769,9710,5027,47052,35002,41180,39101,96.5449091229928,5.97229574730898,8.56714310922887,4.43532733368625,36.3331568731251,34.4988530086465
28127,"Rozas de Madrid, Las",94471,64154,7205,10409,3125,46843,35058,35388,29873,67.908670385621,7.62667908670386,11.0181960601666,3.30789342761271,37.4591144372347,31.6213441161838
28045,Colmenar Viejo,48020,11782,2708,2747,2692,30388,24195,18927,15873,24.5356101624323,5.6393169512703,5.72053311120367,5.60599750104123,39.4148271553519,33.054977092878
28131,San Lorenzo de El Escorial,18038,4463,1202,1278,890,30038,23987,10030,7110,24.7422108881251,6.66370994567025,7.08504268765939,4.93402816276749,55.6048342388291,39.4167867834571
28023,"Boalo, El",7225,1491,604,504,411,30023,23854,4283,2678,20.636678200692,8.3598615916955,6.9757785467128,5.68858131487889,59.280276816609,37.0657439446367
28179,Villar del Olmo,1981,359,231,145,111,28051,22466,1209,747,18.1221605249874,11.660777385159,7.31953558808682,5.60323069156991,61.0297829379101,37.7082281675921
28059,Fuente el Saz de Jarama,6403,1886,475,554,392,26561,21489,2858,2198,29.4549429954709,7.41839762611276,8.65219428392941,6.12213025144464,44.6353271903795,34.327658909886
28017,Batres,1582,217,141,124,105,25892,21040,993,526,13.716814159292,8.91276864728192,7.83817951959545,6.63716814159292,62.7686472819216,33.2490518331226
28007,Alcorcón,167354,45991,7834,8744,9873,25700,21042,70857,66066,27.4812672538451,4.68109516354554,5.22485270743454,5.89947058331441,42.3395915245527,39.4767976863415
28032,Camarma de Esteruelas,7050,2264,505,550,454,25528,20921,2903,2424,32.113475177305,7.16312056737589,7.80141843971631,6.43971631205674,41.177304964539,34.3829787234043
28113,Pinto,49522,17762,2569,2895,3237,25317,20744,19695,17401,35.8668874439643,5.18759339283551,5.84588667662857,6.53648883324583,39.7702031420379,35.1379185008683
28125,Robledo de Chavela,4001,872,239,251,265,25029,20517,3423,1459,21.7945513621595,5.97350662334416,6.27343164208948,6.62334416395901,85.5536115971007,36.4658835291177
28049,Coslada,84533,27039,4232,4685,4798,24653,20269,31567,30490,31.9863248672116,5.0063288893095,5.54221428317935,5.67588988915571,37.3428128659813,36.0687542143305
28042,Colmenar del Arroyo,1632,448,96,103,125,24248,19953,1104,588,27.4509803921569,5.88235294117647,6.31127450980392,7.6593137254902,67.6470588235294,36.0294117647059
28145,Talamanca de Jarama,3451,588,223,203,186,24014,19682,1949,1152,17.0385395537525,6.46189510286873,5.88235294117647,5.38974210373805,56.476383656911,33.3816285134744
28027,Buitrago del Lozoya,1861,472,147,137,93,23268,19393,1233,740,25.3627082213864,7.89897904352499,7.36163353036002,4.99731327243417,66.2547017732402,39.7635679742074
28014,Arganda del Rey,54256,22063,3072,3670,4392,22952,19057,20458,18925,40.664626953701,5.6620465939251,6.76422884104984,8.09495723975228,37.7064287820702,34.8809348274845
28106,Parla,124661,16386,5352,4241,10256,21033,17761,47093,43712,13.1444477422771,4.29324327576387,3.40202629531289,8.22711192754751,37.7768508194223,35.0646954540714
28135,Santa María de la Alameda,1177,212,116,89,102,20612,17272,2488,517,18.0118946474087,9.85556499575191,7.56159728122345,8.6661002548853,211.384876805438,43.9252336448598
28102,Orusco de Tajuña,1225,218,47,52,103,20102,16999,994,488,17.7959183673469,3.83673469387755,4.24489795918367,8.40816326530612,81.1428571428571,39.8367346938776
28165,Valdilecha,2749,652,157,137,233,19868,16876,1626,1023,23.7177155329211,5.71116769734449,4.98363041105857,8.47580938523099,59.1487813750455,37.2135321935249
28115,Pozuelo de Alarcón,84989,76433,7782,10154,2405,61643,44415,29840,26769,89.932814834861,9.15647907376249,11.9474284907459,2.82977797126687,35.1104260551365,31.4970172610573
28129,San Agustín del Guadalix,12862,3950,986,938,592,39913,30395,4657,4186,30.7106204322811,7.66599284714663,7.2928004975898,4.60270564453429,36.2074327476287,32.5454828176022
28072,Hoyo de Manzanares,7965,2153,618,561,344,35480,27707,5003,2695,27.0307595731325,7.75894538606403,7.04331450094162,4.31889516635279,62.812303829253,33.8355304456999
28093,Navacerrada,2885,650,238,225,112,31882,25085,2297,1105,22.5303292894281,8.24956672443674,7.79896013864818,3.88214904679376,79.6187175043327,38.3015597920277
28134,San Sebastián de los Reyes,86206,42115,5033,6545,4192,31520,24786,32465,29710,48.853908080644,5.83834071874348,7.59227895970118,4.86277057281396,37.6597916618333,34.4639584251676
28046,Collado Mediano,6583,1235,556,522,427,31384,24728,4255,2391,18.7604435667629,8.44599726568434,7.9295154185022,6.48640437490506,64.6361841105879,36.3208263709555
28010,Alpedrete,14417,2775,1012,1095,668,31015,24632,7249,4910,19.248109870292,7.01949087882361,7.59520011098009,4.63341888048831,50.2809183602691,34.0570160227509
28053,Daganzo de Arriba,9981,3180,623,691,491,29772,23746,3691,3215,31.8605350165314,6.24185953311291,6.92315399258591,4.9193467588418,36.9802624987476,32.2112012824366
28082,Manzanares el Real,8387,1261,606,491,500,29740,23659,5533,3007,15.035173482771,7.22546798616907,5.85429831882676,5.96160724931442,65.9711458209133,35.8531059973769
28044,Colmenarejo,8945,1506,554,546,514,29084,23372,3749,3054,16.836221352711,6.19340413638904,6.10396869759642,5.74622694242594,41.9116825041923,34.1419787590833
28100,Nuevo Baztán,6018,1181,549,474,386,28980,23189,3941,2067,19.6244599534729,9.12263210368893,7.87637088733799,6.41409106015287,65.4868727151878,34.3469591226321
28015,Arroyomolinos,28177,8014,2255,1846,1419,28910,23223,10043,7813,28.4416367959683,8.0029811548426,6.55144266600419,5.03602228768144,35.6425453383966,27.72828903006
28066,Griñón,9938,5648,1067,1016,455,28365,22799,3879,3185,56.8323606359428,10.7365667136245,10.2233849869189,4.57838599315758,39.0319983900181,32.048701952103
28085,Miraflores de la Sierra,5754,1048,441,427,419,27366,21942,4816,2280,18.2134167535627,7.66423357664234,7.42092457420925,7.28189085853319,83.698296836983,39.6246089676747
28083,Meco,13426,5385,725,778,855,26285,21345,5222,4370,40.1087442276181,5.39997020706093,5.794726649784,6.36824072694771,38.8946819603754,32.5487859377328
28038,Cercedilla,6751,1712,500,484,376,26191,21224,5038,2713,25.3592060435491,7.40631017627018,7.16930825062954,5.56954525255518,74.6259813360984,40.186639016442
28164,Valdetorres de Jarama,4260,849,338,292,293,25925,21148,2239,1455,19.9295774647887,7.93427230046948,6.85446009389671,6.87793427230047,52.5586854460094,34.1549295774648
28178,Villanueva de Perales,1486,527,118,111,106,24212,20084,714,586,35.464333781965,7.94078061911171,7.46971736204576,7.13324360699865,48.0484522207268,39.4347240915209
28094,Navalafuente,1266,211,84,59,119,24013,19707,1184,443,16.6666666666667,6.63507109004739,4.66034755134281,9.39968404423381,93.522906793049,34.9921011058452
28074,Leganés,187173,51932,8486,9200,11934,23661,19625,75514,70949,27.7454547397328,4.53377356776886,4.91523884320922,6.37591960378901,40.344494131098,37.9055739877012
28150,Torrejón de Velasco,4243,868,308,291,260,23646,19642,1769,1417,20.4572236625029,7.25901484798492,6.85835493754419,6.12773980674051,41.6921989158614,33.3961819467358
28092,Móstoles,205614,40674,9522,9280,13768,22808,18976,79592,74951,19.7817269252094,4.6310076162129,4.51331135039443,6.6960420983007,38.709426400926,36.4522843775229
28154,Torres de la Alameda,7769,2850,548,560,610,22749,18957,2940,2587,36.6842579482559,7.05367486162955,7.20813489509589,7.85171836787231,37.8427081992534,33.2990088814519
28095,Navalagamella,2423,289,141,112,187,22183,18484,1403,850,11.9273627734214,5.81923235658275,4.6223689640941,7.71770532397854,57.9034255055716,35.080478745357
28040,Ciempozuelos,23773,6331,1084,1077,1566,22005,18394,9767,8043,26.6310520338199,4.55979472510832,4.53034955621924,6.58730492575611,41.0844235056577,33.8324990535481
28084,Mejorada del Campo,22900,5937,1389,1504,1592,21957,18388,8502,7594,25.9257641921397,6.06550218340611,6.56768558951965,6.95196506550218,37.1266375545852,33.1615720524017
28174,Villamanta,2497,452,171,151,165,21630,18110,1232,875,18.1017220664798,6.84821786143372,6.04725670804966,6.6079295154185,49.3392070484581,35.0420504605527
28073,Humanes de Madrid,19563,9896,1155,2048,1464,21031,17753,7075,6430,50.5852885549251,5.90400245361141,10.4687420129837,7.48351479834381,36.1652098348924,32.8681695036549
28035,Carabaña,1948,265,127,114,152,20306,17245,1649,789,13.6036960985626,6.51950718685832,5.85215605749487,7.80287474332649,84.6509240246407,40.5030800821355
28146,Tielmes,2620,579,140,112,216,18939,16127,1466,953,22.0992366412214,5.34351145038168,4.27480916030534,8.24427480916031,55.9541984732824,36.3740458015267
28170,Villaconejos,3350,602,256,189,290,17011,14913,1712,1248,17.9701492537313,7.64179104477612,5.64179104477612,8.65671641791045,51.1044776119403,37.2537313432836
28037,Cenicientos,1986,231,98,93,225,15844,13896,1986,824,11.631419939577,4.93454179254783,4.68277945619335,11.3293051359517,100,41.4904330312185
28020,Berzosa del Lozoya,198,53,7,12,15,NA,NA,171,85,26.7676767676768,3.53535353535354,6.06060606060606,7.57575757575758,86.3636363636364,42.9292929292929
28034,Canencia,451,100,37,33,30,NA,NA,692,217,22.1729490022173,8.2039911308204,7.31707317073171,6.65188470066519,153.436807095344,48.1152993348115
28097,Navarredonda y San Mamés,132,20,13,12,4,NA,NA,323,81,15.1515151515152,9.84848484848485,9.09090909090909,3.03030303030303,244.69696969697,61.3636363636364
28101,Olmeda de las Fuentes,326,115,32,25,16,NA,NA,284,146,35.2760736196319,9.8159509202454,7.66871165644172,4.9079754601227,87.1165644171779,44.7852760736196
28117,Prádena del Rincón,134,33,14,10,2,NA,NA,202,51,24.6268656716418,10.4477611940299,7.46268656716418,1.49253731343284,150.746268656716,38.0597014925373
28143,Somosierra,77,25,8,5,5,NA,NA,98,43,32.4675324675325,10.3896103896104,6.49350649350649,6.49350649350649,127.272727272727,55.8441558441558
28155,Valdaracete,641,66,31,24,50,NA,NA,470,250,10.2964118564743,4.83619344773791,3.74414976599064,7.8003120124805,73.3229329173167,39.0015600624025
28157,Valdelaguna,841,92,35,52,70,NA,NA,728,319,10.9393579072533,4.16171224732461,6.18311533888228,8.32342449464923,86.563614744352,37.9310344827586
28173,Villamanrique de Tajo,705,105,45,38,66,NA,NA,647,294,14.8936170212766,6.38297872340426,5.39007092198582,9.36170212765957,91.7730496453901,41.7021276595745
28001,"Acebeda, La",66,14,6,6,5,NA,NA,147,34,21.2121212121212,9.09090909090909,9.09090909090909,7.57575757575758,222.727272727273,51.5151515151515
28003,Alameda del Valle,208,52,16,18,9,NA,NA,393,113,25,7.69230769230769,8.65384615384615,4.32692307692308,188.942307692308,54.3269230769231
28039,Cervera de Buitrago,157,30,6,8,8,NA,NA,215,81,19.1082802547771,3.82165605095541,5.09554140127389,5.09554140127389,136.942675159236,51.5923566878981
28062,Garganta de los Montes,351,75,37,30,19,NA,NA,658,179,21.3675213675214,10.5413105413105,8.54700854700855,5.41310541310541,187.464387464387,50.997150997151
28122,Ribatejada,689,82,34,36,65,NA,NA,626,279,11.9013062409289,4.93468795355588,5.22496371552975,9.43396226415094,90.8563134978229,40.4934687953556
28128,Rozas de Puerto Real,533,169,19,25,32,NA,NA,694,218,31.7073170731707,3.56472795497186,4.69043151969981,6.00375234521576,130.206378986867,40.9005628517824
28138,"Serna del Monte, La",77,27,10,12,5,NA,NA,113,41,35.0649350649351,12.987012987013,15.5844155844156,6.49350649350649,146.753246753247,53.2467532467532
28159,Valdemaqueda,779,124,56,47,78,NA,NA,988,351,15.9178433889602,7.18870346598203,6.03337612323492,10.012836970475,126.829268292683,45.0577663671374
28902,Puentes Viejas,627,76,40,29,49,NA,NA,900,296,12.1212121212121,6.37958532695375,4.62519936204147,7.81499202551834,143.540669856459,47.2089314194577
28011,Ambite,595,72,32,29,70,NA,NA,736,261,12.1008403361345,5.3781512605042,4.87394957983193,11.7647058823529,123.697478991597,43.8655462184874
28024,Braojos,201,45,24,18,12,NA,NA,238,86,22.3880597014925,11.9402985074627,8.95522388059701,5.97014925373134,118.407960199005,42.7860696517413
28025,Brea de Tajo,560,473,33,15,60,NA,NA,474,199,84.4642857142857,5.89285714285714,2.67857142857143,10.7142857142857,84.6428571428571,35.5357142857143
28029,Cabanillas de la Sierra,719,120,45,52,33,NA,NA,628,310,16.6898470097357,6.2586926286509,7.23226703755216,4.58970792767733,87.3435326842837,43.115438108484
28064,Gascones,171,53,19,18,11,NA,NA,171,72,30.9941520467836,11.1111111111111,10.5263157894737,6.4327485380117,100,42.1052631578947
28069,"Hiruela, La",54,15,0,0,1,NA,NA,141,36,27.7777777777778,0,0,1.85185185185185,261.111111111111,66.6666666666667
28070,Horcajo de la Sierra-Aoslos,143,43,11,10,5,NA,NA,385,90,30.0699300699301,7.69230769230769,6.99300699300699,3.4965034965035,269.230769230769,62.9370629370629
28076,Lozoya,576,126,43,45,28,NA,NA,787,289,21.875,7.46527777777778,7.8125,4.86111111111111,136.631944444444,50.1736111111111
28107,Patones,537,108,27,28,20,NA,NA,472,194,20.1117318435754,5.02793296089385,5.21415270018622,3.7243947858473,87.8957169459963,36.1266294227188
28118,Puebla de la Sierra,66,26,0,6,,NA,NA,171,52,39.3939393939394,0,9.09090909090909,0,259.090909090909,78.7878787878788
28126,Robregordo,45,7,0,0,1,NA,NA,159,40,15.5555555555556,0,0,2.22222222222222,353.333333333333,88.8888888888889
28136,Santorcaz,851,78,44,41,49,NA,NA,576,322,9.16568742655699,5.17038777908343,4.81786133960047,5.75793184488837,67.6850763807286,37.8378378378378
28158,Valdemanco,911,154,65,71,43,NA,NA,1148,380,16.9045005488474,7.13501646542261,7.79363336992316,4.72008781558727,126.015367727772,41.7124039517014
28163,Valdepiélagos,574,90,48,37,31,NA,NA,469,211,15.6794425087108,8.36236933797909,6.44599303135888,5.4006968641115,81.7073170731707,36.7595818815331
