location_id,municipality_name,poblacion,afiliados-ss,autonomos,empresas,personas-paradas,renta-bruta-media,renta-disponible-media,viviendas-familiares,viviendas-principales,afiliados-ss_PCP,autonomos_PCP,empresas_PCP,personas-paradas_PCP,viviendas-familiares_PCP,viviendas-principales_PCP
28182,Villavieja del Lozoya,270,45,24,15,12,NA,NA,431,122,16.6666666666667,8.88888888888889,5.55555555555556,4.44444444444444,159.62962962963,45.1851851851852
28021,"Berrueco, El",752,131,40,38,46,NA,NA,831,255,17.4202127659574,5.31914893617021,5.0531914893617,6.11702127659574,110.505319148936,33.9095744680851
28063,Gargantilla del Lozoya y Pinilla de Buitrago,325,112,28,27,13,NA,NA,936,183,34.4615384615385,8.61538461538461,8.30769230769231,4,288,56.3076923076923
28071,Horcajuelo de la Sierra,86,31,7,5,1,NA,NA,165,43,36.046511627907,8.13953488372093,5.81395348837209,1.16279069767442,191.860465116279,50
28088,Montejo de la Sierra,359,154,23,29,11,NA,NA,411,126,42.8969359331476,6.4066852367688,8.07799442896936,3.06406685236769,114.484679665738,35.0974930362117
28114,Piñuécar-Gandullas,185,31,14,17,9,NA,NA,236,77,16.7567567567568,7.56756756756757,9.18918918918919,4.86486486486486,127.567567567568,41.6216216216216
28166,Valverde de Alcalá,430,47,28,21,24,NA,NA,260,175,10.9302325581395,6.51162790697674,4.88372093023256,5.58139534883721,60.4651162790698,40.6976744186046
28016,"Atazar, El",95,12,0,0,7,NA,NA,70,41,12.6315789473684,0,0,7.36842105263158,73.6842105263158,43.1578947368421
28048,Corpa,672,62,29,24,46,NA,NA,407,258,9.22619047619048,4.31547619047619,3.57142857142857,6.84523809523809,60.5654761904762,38.3928571428571
28078,Madarcos,47,16,8,0,1,NA,NA,78,26,34.0425531914894,17.0212765957447,0,2.12765957446809,165.957446808511,55.3191489361702
28111,Pezuela de las Torres,793,131,49,46,40,NA,NA,752,295,16.5195460277427,6.17906683480454,5.80075662042875,5.04413619167718,94.8297604035309,37.2005044136192
28112,Pinilla del Valle,192,21,8,6,11,NA,NA,287,97,10.9375,4.16666666666667,3.125,5.72916666666667,149.479166666667,50.5208333333333
28121,Redueña,261,73,19,14,10,NA,NA,252,133,27.9693486590038,7.27969348659004,5.3639846743295,3.83141762452107,96.551724137931,50.9578544061303
28124,Robledillo de la Jara,99,7,0,0,3,NA,NA,191,46,7.07070707070707,0,0,3.03030303030303,192.929292929293,46.4646464646465
28153,Torremocha de Jarama,906,262,41,57,51,NA,NA,510,285,28.9183222958057,4.52538631346578,6.29139072847682,5.62913907284768,56.2913907284768,31.4569536423841
