location_id,municipality_name,Cluster,afiliados-ss,afiliados-ss_PCP,autonomos,autonomos_PCP,empresas,empresas_PCP,personas-paradas,personas-paradas_PCP,poblacion,renta-bruta-media,renta-disponible-media,viviendas-familiares,viviendas-familiares_PCP,viviendas-principales,viviendas-principales_PCP,stillworkers,total_workers,municipality_lat,municipality_lon,movingworkers,pob_psactiva,tasa_movilidad
28068,Guadarrama,2,3511,22.6691632231405,1011,6.52763429752066,1032,6.66322314049587,768,4.95867768595041,15488,27314,22118,9539,61.589617768595,5967,38.5266012396694,1157,5153,40.6731798,-4.0875528,3996,5921,0.7754705996506889
28177,Villanueva del Pardillo,0,3393,20.0176991150442,1201,7.08554572271386,1196,7.05604719764012,673,3.97050147492625,16950,35298,27451,5894,34.7728613569322,5387,31.7817109144543,850,6231,40.4932122,-3.964887,5381,6904,0.8635852993099021
28053,Daganzo de Arriba,0,3180,31.8605350165314,623,6.24185953311291,691,6.92315399258591,491,4.9193467588418,9981,29772,23746,3691,36.9802624987476,3215,32.2112012824366,524,3674,40.5450298,-3.4574079,3150,4165,0.8573761567773543
28154,Torres de la Alameda,0,2850,36.6842579482559,548,7.05367486162955,560,7.20813489509589,610,7.85171836787231,7769,22749,18957,2940,37.8427081992534,2587,33.2990088814519,525,2380,40.4054714,-3.3615643,1855,2990,0.7794117647058824
28010,Alpedrete,0,2775,19.248109870292,1012,7.01949087882361,1095,7.59520011098009,668,4.63341888048831,14417,31015,24632,7249,50.2809183602691,4910,34.0570160227509,578,4859,40.6621635,-4.031169,4281,5527,0.8810454826095905
28172,Villalbilla,0,2598,20.4261341300417,1079,8.48337133422439,875,6.87947165657677,642,5.0475666325969,12719,30278,24142,5680,44.6575988678355,3740,29.4048274235396,421,4097,40.4329592,-3.3005573,3676,4739,0.8972418843055895
28054,"Escorial, El",2,2575,16.7599583441812,1116,7.2637334027597,1018,6.62587867742775,776,5.05076802915907,15364,29735,23728,9836,64.0197865139287,5593,36.4032803957303,936,4997,40.4241189,-3.7037734,4061,5773,0.8126876125675405
28160,Valdemorillo,2,2527,20.767587113741,1024,8.4155161078238,1039,8.5387902695595,679,5.5802103879027,12168,33196,26205,7054,57.9717291255753,4412,36.259040105194,676,3809,40.4882928,-4.0337846,3133,4488,0.8225255972696246
28026,Brunete,0,2519,24.2818584923848,788,7.59591285907075,744,7.17177559282822,510,4.91613649508386,10374,29486,23644,4086,39.3869288606131,3402,32.7935222672065,517,3517,40.4043103,-3.9993244,3E+03,4027,0.8529997156667615
28090,Moralzarzal,0,2303,18.6146136437116,783,6.32880698351115,780,6.30455868089234,582,4.70417070805044,12372,33015,26097,6045,48.8603297769156,4263,34.4568380213385,703,4249,40.6763507,-3.9704867,3546,4831,0.8345493057189927
28032,Camarma de Esteruelas,0,2264,32.113475177305,505,7.16312056737589,550,7.80141843971631,454,6.43971631205674,7050,25528,20921,2903,41.177304964539,2424,34.3829787234043,297,2174,40.5474107,-3.3766851,1877,2628,0.8633854645814167
28144,Soto del Real,1,2260,26.6415183307792,670,7.89814923965578,567,6.6839561475893,367,4.32629965813981,8483,33973,26539,5214,61.4641046799481,2316,27.3016621478251,582,2667,40.7528628,-3.7816093,2085,3034,0.78177727784027
28180,Villarejo de Salvanés,2,2215,30.488644184446,469,6.45560908465244,376,5.17549896765313,561,7.72195457673778,7265,20270,17190,3740,51.4796971782519,2615,35.9944941500344,797,2174,40.1681485,-3.275967,1377,2735,0.6333946642134315
28072,Hoyo de Manzanares,1,2153,27.0307595731325,618,7.75894538606403,561,7.04331450094162,344,4.31889516635279,7965,35480,27707,5003,62.812303829253,2695,33.8355304456999,434,2456,40.6226405,-3.9082735,2022,2800,0.8232899022801303
28089,Moraleja de Enmedio,0,2138,42.8972712680578,514,10.3130016051364,533,10.6942215088283,288,5.7784911717496,4984,23587,19576,1779,35.6942215088282,1623,32.5642054574639,255,1580,40.2596189,-3.8606776,1325,1868,0.8386075949367089
28059,Fuente el Saz de Jarama,0,1886,29.4549429954709,475,7.41839762611276,554,8.65219428392941,392,6.12213025144464,6403,26561,21489,2858,44.6353271903795,2198,34.327658909886,370,2157,40.6352139,-3.5107894,1787,2549,0.828465461288827
28141,Sevilla la Nueva,0,1729,19.4160583941606,741,8.32116788321168,643,7.2206625491297,529,5.94048287478944,8905,26190,21296,4022,45.1656372824256,3033,34.0595171252106,380,2966,40.3473337,-4.0274014,2586,3495,0.8718813216453135
28038,Cercedilla,1,1712,25.3592060435491,500,7.40631017627018,484,7.16930825062954,376,5.56954525255518,6751,26191,21224,5038,74.6259813360984,2713,40.186639016442,642,2195,40.7406497,-4.0568488,1553,2571,0.7075170842824602
28004,"Álamo, El",0,1694,18.7867361650216,639,7.08661417322835,615,6.82045026061883,685,7.59676167239658,9017,21910,18354,4087,45.3254962847954,2916,32.3389153820561,453,2440,40.2312091,-3.9942211,1987,3125,0.8143442622950819
28171,Villa del Prado,2,1652,26.2430500397141,447,7.10087370929309,291,4.62271644162033,467,7.41858617950755,6295,19782,16834,4596,73.010325655282,2214,35.1707704527403,492,1835,40.2774375,-4.3048305,1343,2302,0.7318801089918257
28133,San Martín de Valdeiglesias,2,1579,18.9237775647172,484,5.80057526366251,501,6.00431447746884,730,8.74880153403643,8344,20851,17501,5865,70.2900287631831,2908,34.8513902205177,796,2002,40.3635617,-4.4035034,1206,2732,0.6023976023976024
28033,Campo Real,1,1544,26.2228260869565,472,8.01630434782609,460,7.8125,457,7.76154891304348,5888,23221,19114,2844,48.3016304347826,2087,35.444972826087,367,1927,40.3390034,-3.3833163,1560,2384,0.809548521017125
28041,Cobeña,0,1542,22.0002853474105,495,7.06234840918819,434,6.19203880724782,273,3.89499215294621,7009,38100,29465,2764,39.4350121272649,2217,31.6307604508489,339,2632,40.5683393,-3.5040753,2293,2905,0.8712006079027356
28044,Colmenarejo,0,1506,16.836221352711,554,6.19340413638904,546,6.10396869759642,514,5.74622694242594,8945,29084,23372,3749,41.9116825041923,3054,34.1419787590833,317,2956,40.5609399,-4.0167486,2639,3470,0.8927604871447903
28023,"Boalo, El",2,1491,20.636678200692,604,8.3598615916955,504,6.9757785467128,411,5.68858131487889,7225,30023,23854,4283,59.280276816609,2678,37.0657439446367,312,2405,40.3659918,-3.6161069,2093,2816,0.8702702702702703
28052,Chinchón,1,1388,26.2183604080091,407,7.68794862108047,367,6.93237627502833,364,6.87570834907442,5294,20156,16866,3045,57.5179448432187,1969,37.1930487344163,495,1416,40.1402665,-3.4221687,921,1780,0.6504237288135594
28043,Colmenar de Oreja,2,1313,16.5240372514473,595,7.48804429901837,507,6.38056883966776,649,8.1676315127108,7946,18770,16203,4925,61.9808708784294,2979,37.4905612886987,437,2061,40.1098823,-3.39055,1624,2710,0.7879670063076176
28086,"Molar, El",2,1298,15.7085804187341,519,6.28101173907782,485,5.86953890838678,514,6.22050102868208,8263,23736,19491,3491,42.2485779983057,2991,36.1975069587317,431,2845,40.452722,-3.70687,2414,3359,0.8485061511423551
28082,Manzanares el Real,2,1261,15.035173482771,606,7.22546798616907,491,5.85429831882676,500,5.96160724931442,8387,29740,23659,5533,65.9711458209133,3007,35.8531059973769,388,2731,40.7262858,-3.8646893,2343,3231,0.8579274990845844
28050,Cubas de la Sagra,0,1249,20.9177692178865,507,8.49104002679618,368,6.16312175514989,276,4.62234131636242,5971,25183,20708,2220,37.1797018924803,1713,28.6886618656841,140,1780,40.191512,-3.8372233,1640,2056,0.9213483146067416
28046,Collado Mediano,2,1235,18.7604435667629,556,8.44599726568434,522,7.9295154185022,427,6.48640437490506,6583,31384,24728,4255,64.6361841105879,2391,36.3208263709555,302,2049,40.6951303,-4.0299546,1747,2476,0.8526110297706199
28100,Nuevo Baztán,2,1181,19.6244599534729,549,9.12263210368893,474,7.87637088733799,386,6.41409106015287,6018,28980,23189,3941,65.4868727151878,2067,34.3469591226321,208,1690,40.3664953,-3.2435923,1482,2076,0.8769230769230769
28091,Morata de Tajuña,2,1123,14.8781134075252,459,6.08108108108108,327,4.33227344992051,603,7.98887122416534,7548,20730,17475,3394,44.9655537890832,2673,35.4133545310016,500,2195,40.2299024,-3.4372149,1695,2798,0.7722095671981777
28140,Serranillos del Valle,0,1066,26.7167919799499,413,10.3508771929825,335,8.39598997493734,258,6.46616541353383,3990,25003,20571,1566,39.2481203007519,1163,29.1478696741855,100,1233,40.2056183,-3.8833494,1133,1491,0.9188969991889699
28085,Miraflores de la Sierra,1,1048,18.2134167535627,441,7.66423357664234,427,7.42092457420925,419,7.28189085853319,5754,27366,21942,4816,83.698296836983,2280,39.6246089676747,378,1737,40.8140407,-3.7663657,1359,2156,0.7823834196891192
28018,Becerril de la Sierra,2,996,18.3121897407612,472,8.67806582092296,459,8.43905129619415,326,5.99374885089171,5439,30594,24283,4128,75.896304467733,1977,36.3485934914506,282,1601,40.7102483,-3.9954969,1319,1927,0.8238600874453467
28162,Valdeolmos-Alalpardo,1,972,25.0515463917526,330,8.50515463917526,292,7.52577319587629,166,4.27835051546392,3880,33094,26137,1870,48.1958762886598,1254,32.319587628866,156,1260,40.641084,-3.453025,1104,1426,0.8761904761904762
28108,Pedrezuela,2,953,17.467008797654,358,6.56158357771261,347,6.3599706744868,331,6.06671554252199,5456,28367,22786,3039,55.700146627566,1959,35.9054252199413,231,1924,40.744654,-3.6027866,1693,2255,0.8799376299376299
28125,Robledo de Chavela,2,872,21.7945513621595,239,5.97350662334416,251,6.27343164208948,265,6.62334416395901,4001,25029,20517,3423,85.5536115971007,1459,36.4658835291177,264,1067,40.505008,-4.2345159,803,1332,0.7525773195876289
28150,Torrejón de Velasco,0,868,20.4572236625029,308,7.25901484798492,291,6.85835493754419,260,6.12773980674051,4243,23646,19642,1769,41.6921989158614,1417,33.3961819467358,132,1280,40.1874784,-3.7752572,1148,1540,0.896875
28164,Valdetorres de Jarama,2,849,19.9295774647887,338,7.93427230046948,292,6.85446009389671,293,6.87793427230047,4260,25925,21148,2239,52.5586854460094,1455,34.1549295774648,171,1304,40.6955184,-3.5129811,1133,1597,0.8688650306748467
28055,Estremera,4,815,61.7892342683851,94,7.12661106899166,67,5.07960576194086,85,6.44427596664139,1319,16589,14447,957,72.5549658832449,492,37.3009855951478,104,346,40.1836518,-3.107101,242,431,0.6994219653179191
28067,Guadalix de la Sierra,2,813,13.5907723169509,435,7.27181544633902,337,5.63356736877299,458,7.65630224005349,5982,25799,20865,3533,59.0605148779672,2101,35.1220327649616,296,1826,40.7860007,-3.6952896,1530,2284,0.8378970427163198
28036,Casarrubuelos,0,802,22.3460573976038,240,6.68709947060463,244,6.79855112844804,236,6.57564781276121,3589,22596,18900,1240,34.5500139314572,1076,29.9804959598774,143,1165,40.1709362,-3.8318182,1022,1401,0.8772532188841202
28087,"Molinos, Los",2,727,16.6247427395381,333,7.61490967299337,311,7.11182254745026,262,5.99131031328607,4373,30039,23827,2871,65.6528698833753,1642,37.5485936428081,229,1343,40.4579662,-3.7032858,1114,1605,0.8294862248696947
28165,Valdilecha,4,652,23.7177155329211,157,5.71116769734449,137,4.98363041105857,233,8.47580938523099,2749,19868,16876,1626,59.1487813750455,1023,37.2135321935249,181,836,40.2937839,-3.3023856,655,1069,0.7834928229665071
28093,Navacerrada,1,650,22.5303292894281,238,8.24956672443674,225,7.79896013864818,112,3.88214904679376,2885,31882,25085,2297,79.6187175043327,1105,38.3015597920277,238,941,40.7285661,-4.0146372,703,1053,0.7470775770456961
28151,Torrelaguna,4,635,13.5192676176283,239,5.08835426868214,231,4.91803278688525,268,5.70576964019587,4697,22666,18914,2619,55.7589951032574,1842,39.2165211837343,291,1536,40.8275222,-3.5395265,1245,1804,0.810546875
28170,Villaconejos,4,602,17.9701492537313,256,7.64179104477612,189,5.64179104477612,290,8.65671641791045,3350,17011,14913,1712,51.1044776119403,1248,37.2537313432836,251,832,40.1044848,-3.4864498,581,1122,0.6983173076923077
28145,Talamanca de Jarama,2,588,17.0385395537525,223,6.46189510286873,203,5.88235294117647,186,5.38974210373805,3451,24014,19682,1949,56.476383656911,1152,33.3816285134744,196,1221,40.7451696,-3.5111468,1025,1407,0.8394758394758395
28146,Tielmes,4,579,22.0992366412214,140,5.34351145038168,112,4.27480916030534,216,8.24427480916031,2620,18939,16127,1466,55.9541984732824,953,36.3740458015267,202,835,40.2475704,-3.3124535,633,1051,0.7580838323353294
28178,Villanueva de Perales,1,527,35.464333781965,118,7.94078061911171,111,7.46971736204576,106,7.13324360699865,1486,24212,20084,714,48.0484522207268,586,39.4347240915209,51,469,40.3453499,-4.1021346,418,575,0.8912579957356077
28099,Navas del Rey,2,507,19.0673185408048,157,5.9044753666792,168,6.31816472358029,266,10.0037608123355,2659,20851,17672,1736,65.287702143663,971,36.5174877773599,167,684,40.3877545,-4.249999,517,950,0.7558479532163743
28030,"Cabrera, La",2,506,19.765625,194,7.578125,188,7.34375,146,5.703125,2560,23785,19576,1722,67.265625,915,35.7421875,215,779,40.47253,-3.72044,564,925,0.72400513478819
28031,Cadalso de los Vidrios,5,495,17.7546628407461,171,6.13342898134864,188,6.74318507890961,358,12.8407460545194,2788,17971,15339,2862,102.654232424677,1123,40.2797704447633,223,649,40.3015944,-4.4426499,426,1007,0.6563944530046225
28025,Brea de Tajo,5,473,84.4642857142857,33,5.89285714285714,15,2.67857142857143,60,10.7142857142857,560,,,474,84.6428571428571,199,35.5357142857143,39,145,40.2295666,-3.1096078,106,205,0.7310344827586207
28027,Buitrago del Lozoya,1,472,25.3627082213864,147,7.89897904352499,137,7.36163353036002,93,4.99731327243417,1861,23268,19393,1233,66.2547017732402,740,39.7635679742074,205,547,40.989823,-3.6383114,342,640,0.6252285191956124
28110,Perales de Tajuña,2,464,16.5773490532333,200,7.14540907466952,166,5.93068953197571,281,10.0392997499107,2799,19920,16775,1579,56.4130046445159,1007,35.9771346909611,114,750,40.2324096,-3.3514863,636,1031,0.848
28174,Villamanta,2,452,18.1017220664798,171,6.84821786143372,151,6.04725670804966,165,6.6079295154185,2497,21630,18110,1232,49.3392070484581,875,35.0420504605527,132,619,40.2986037,-4.1091663,487,784,0.7867528271405493
28028,Bustarviejo,1,451,19.0295358649789,186,7.84810126582278,176,7.42616033755274,180,7.59493670886076,2370,25106,20344,2409,101.645569620253,952,40.168776371308,147,752,40.857568,-3.7092432,605,932,0.8045212765957447
28008,Aldea del Fresno,4,448,17.3374613003096,132,5.10835913312694,134,5.18575851393189,255,9.86842105263158,2584,20626,17421,1989,76.9736842105263,975,37.7321981424149,124,658,40.3208765,-4.1987434,534,913,0.8115501519756839
28042,Colmenar del Arroyo,2,448,27.4509803921569,96,5.88235294117647,103,6.31127450980392,125,7.6593137254902,1632,24248,19953,1104,67.6470588235294,588,36.0294117647059,71,495,40.4176079,-4.1987434,424,620,0.8565656565656565
28109,Pelayos de la Presa,5,439,17.7660866046135,142,5.74666127074059,176,7.12262242007284,265,10.7244030756779,2471,20984,17622,2975,120.396600566572,955,38.6483205180089,148,590,40.3588183,-4.3344973,442,855,0.7491525423728813
28119,Quijorna,2,418,12.9052176597715,233,7.19357826489657,213,6.5761037357209,198,6.11299783883915,3239,26484,21691,1603,49.4905835134301,1172,36.1840074096944,98,1060,40.429024,-4.0567709,962,1258,0.9075471698113208
28120,Rascafría,1,407,24.0543735224586,167,9.86997635933806,134,7.91962174940898,83,4.90543735224586,1692,24390,20573,1758,103.900709219858,772,45.6264775413712,190,450,40.9049836,-3.8795305,260,533,0.5777777777777777
28051,Chapinería,2,406,18.3378500451671,146,6.59439927732611,143,6.45889792231256,173,7.81391147244806,2214,24275,19912,1397,63.0984643179765,782,35.3206865401987,93,583,40.3789786,-4.2115526,490,756,0.8404802744425386
28169,Venturada,2,404,20.0595829195631,202,10.0297914597815,162,8.04369414101291,81,4.02184707050646,2014,42127,31899,1332,66.137040714995,707,35.1042701092354,71,504,40.7990504,-3.6224135,433,585,0.8591269841269841
