location_id,municipality_name,Cluster,afiliados-ss,afiliados-ss_PCP,autonomos,autonomos_PCP,empresas,empresas_PCP,personas-paradas,personas-paradas_PCP,poblacion,renta-bruta-media,renta-disponible-media,viviendas-familiares,viviendas-familiares_PCP,viviendas-principales,viviendas-principales_PCP,stillworkers,total_workers,municipality_lat,municipality_lon,movingworkers,pob_psactiva,tasa_movilidad
28901,Lozoyuela-Navas-Sieteiglesias,1,365,30.1652892561983,88,7.27272727272727,80,6.61157024793388,78,6.44628099173554,1210,21328,17869,1930,159.504132231405,489,40.4132231404959,72,315,40.9124015,-3.6116494,243,393,0.7714285714285715
28183,Zarzalejo,1,359,22.9392971246006,135,8.62619808306709,91,5.814696485623,121,7.73162939297125,1565,22586,18815,1622,103.642172523962,610,38.9776357827476,75,370,40.5403425,-4.1596946,295,491,0.7972972972972973
28179,Villar del Olmo,2,359,18.1221605249874,231,11.660777385159,145,7.31953558808682,111,5.60323069156991,1981,28051,22466,1209,61.0297829379101,747,37.7082281675921,43,582,40.3361286,-3.2360518,539,693,0.9261168384879725
28057,Fresno de Torote,4,328,16.0469667318982,147,7.19178082191781,105,5.13698630136986,141,6.89823874755382,2044,24434,20145,1129,55.2348336594912,808,39.5303326810176,81,693,40.5923751,-3.4123004,612,834,0.8831168831168831
28060,Fuentidueña de Tajo,4,305,15.754132231405,105,5.42355371900826,97,5.0103305785124,193,9.96900826446281,1936,18386,15807,1419,73.2954545454545,766,39.5661157024793,90,523,40.1188967,-3.1616515,433,716,0.8279158699808795
28095,Navalagamella,4,289,11.9273627734214,141,5.81923235658275,112,4.6223689640941,187,7.71770532397854,2423,22183,18484,1403,57.9034255055716,850,35.080478745357,86,735,40.4685147,-4.1222221,649,922,0.8829931972789116
28137,"Santos de la Humosa, Los",4,281,11.5400410677618,141,5.79055441478439,115,4.72279260780287,162,6.65297741273101,2435,24756,20416,1185,48.6652977412731,854,35.0718685831622,77,741,40.47294,-3.64942,664,903,0.8960863697705803
28156,Valdeavero,1,270,19.1897654584222,101,7.17839374555792,103,7.32054015636105,114,8.10234541577825,1407,21825,18365,922,65.5294953802417,556,39.5167022032694,40,446,40.6336227,-3.3351139,406,560,0.9103139013452914
28035,Carabaña,4,265,13.6036960985626,127,6.51950718685832,114,5.85215605749487,152,7.80287474332649,1948,20306,17245,1649,84.6509240246407,789,40.5030800821355,61,547,40.2567009,-3.2376227,486,699,0.8884826325411335
28153,Torremocha de Jarama,3,262,28.9183222958057,41,4.52538631346578,57,6.29139072847682,51,5.62913907284768,906,,,510,56.2913907284768,285,31.4569536423841,67,268,40.8421508,-3.4946603,201,319,0.75
28037,Cenicientos,4,231,11.631419939577,98,4.93454179254783,93,4.68277945619335,225,11.3293051359517,1986,15844,13896,1986,100,824,41.4904330312185,113,418,40.2624728,-4.4658148,305,643,0.7296650717703349
28019,Belmonte de Tajo,4,219,13.6448598130841,112,6.97819314641745,65,4.04984423676012,87,5.42056074766355,1605,18807,16082,967,60.2492211838006,633,39.4392523364486,75,523,40.1344349,-3.3376324,448,610,0.8565965583173997
28102,Orusco de Tajuña,4,218,17.7959183673469,47,3.83673469387755,52,4.24489795918367,103,8.40816326530612,1225,20102,16999,994,81.1428571428571,488,39.8367346938776,66,326,40.2836404,-3.2093551,260,429,0.7975460122699386
28017,Batres,2,217,13.716814159292,141,8.91276864728192,124,7.83817951959545,105,6.63716814159292,1582,25892,21040,993,62.7686472819216,526,33.2490518331226,27,455,40.2098126,-3.9199616,428,560,0.9406593406593406
28135,Santa María de la Alameda,5,212,18.0118946474087,116,9.85556499575191,89,7.56159728122345,102,8.6661002548853,1177,20612,17272,2488,211.384876805438,517,43.9252336448598,54,277,40.5963264,-4.2596149,223,379,0.8050541516245487
28094,Navalafuente,4,211,16.6666666666667,84,6.63507109004739,59,4.66034755134281,119,9.39968404423381,1266,24013,19707,1184,93.522906793049,443,34.9921011058452,53,420,40.8233408,-3.6748439,367,539,0.8738095238095238
28175,Villamantilla,4,210,15.7421289355322,100,7.49625187406297,70,5.24737631184408,102,7.64617691154423,1334,25525,20773,737,55.2473763118441,450,33.7331334332834,68,409,40.3418042,-4.1302671,341,511,0.8337408312958435
28056,Fresnedillas de la Oliva,4,201,12.9928894634777,93,6.01163542340013,79,5.10665804783452,136,8.79120879120879,1547,21604,18010,851,55.0096961861668,603,38.9786683904331,49,396,40.4864017,-4.1722255,347,532,0.8762626262626263
28147,Titulcia,4,181,14.3879173290938,88,6.99523052464229,64,5.08744038155803,93,7.39268680445151,1258,21341,18005,679,53.9745627980922,467,37.1224165341812,45,367,40.1377552,-3.5698814,322,460,0.8773841961852861
28168,"Vellón, El",4,179,9.69664138678223,110,5.95882990249187,97,5.2546045503792,138,7.47562296858071,1846,21441,18062,1480,80.1733477789816,718,38.8949079089924,43,579,40.4786715,-3.7341341,536,717,0.92573402417962
28128,Rozas de Puerto Real,6,169,31.7073170731707,19,3.56472795497186,25,4.69043151969981,32,6.00375234521576,533,,,694,130.206378986867,218,40.9005628517824,39,129,40.3092383,-4.4922092,90,161,0.6976744186046512
28012,Anchuelo,4,163,13.4156378600823,88,7.24279835390946,63,5.18518518518519,68,5.59670781893004,1215,22248,18507,603,49.6296296296296,461,37.9423868312757,31,365,40.4647291,-3.2690503,334,433,0.915068493150685
28158,Valdemanco,5,154,16.9045005488474,65,7.13501646542261,71,7.79363336992316,43,4.72008781558727,911,,,1148,126.015367727772,380,41.7124039517014,42,234,40.8722993,-3.6629577,192,277,0.8205128205128205
28088,Montejo de la Sierra,5,154,42.8969359331476,23,6.4066852367688,29,8.07799442896936,11,3.06406685236769,359,,,411,114.484679665738,126,35.0974930362117,40,76,41.0595052,-3.5297283,36,87,0.47368421052631576
28116,Pozuelo del Rey,4,138,12.861136999068,77,7.17614165890028,75,6.98974836905871,70,6.5237651444548,1073,22484,18762,579,53.9608574091333,408,38.0242311276794,16,379,40.3665441,-3.3206352,363,449,0.9577836411609498
28021,"Berrueco, El",4,131,17.4202127659574,40,5.31914893617021,38,5.0531914893617,46,6.11702127659574,752,,,831,110.505319148936,255,33.9095744680851,41,180,40.8893089,-3.5629234,139,226,0.7722222222222223
28111,Pezuela de las Torres,5,131,16.5195460277427,49,6.17906683480454,46,5.80075662042875,40,5.04413619167718,793,,,752,94.8297604035309,295,37.2005044136192,37,233,40.418973,-3.1760832,196,273,0.8412017167381974
28076,Lozoya,1,126,21.875,43,7.46527777777778,45,7.8125,28,4.86111111111111,576,,,787,136.631944444444,289,50.1736111111111,44,168,40.9553281,-3.7969976,124,196,0.7380952380952381
28159,Valdemaqueda,5,124,15.9178433889602,56,7.18870346598203,47,6.03337612323492,78,10.012836970475,779,,,988,126.829268292683,351,45.0577663671374,33,171,40.5104708,-4.2974563,138,249,0.8070175438596491
28029,Cabanillas de la Sierra,5,120,16.6898470097357,45,6.2586926286509,52,7.23226703755216,33,4.58970792767733,719,,,628,87.3435326842837,310,43.115438108484,40,235,40.8187877,-3.6246658,195,268,0.8297872340425532
28101,Olmeda de las Fuentes,5,115,35.2760736196319,32,9.8159509202454,25,7.66871165644172,16,4.9079754601227,326,,,284,87.1165644171779,146,44.7852760736196,20,97,40.3693459,-3.2212883,77,113,0.7938144329896907
28063,Gargantilla del Lozoya y Pinilla de Buitrago,1,112,34.4615384615385,28,8.61538461538461,27,8.30769230769231,13,4,325,,,936,288,183,56.3076923076923,19,86,40.9648298,-3.7079745,67,99,0.7790697674418605
28107,Patones,5,108,20.1117318435754,27,5.02793296089385,28,5.21415270018622,20,3.7243947858473,537,,,472,87.8957169459963,194,36.1266294227188,31,157,40.8544733,-3.4839237,126,177,0.802547770700637
28173,Villamanrique de Tajo,4,105,14.8936170212766,45,6.38297872340426,38,5.39007092198582,66,9.36170212765957,705,,,647,91.7730496453901,294,41.7021276595745,26,174,40.068126,-3.2395077,148,240,0.8505747126436781
28034,Canencia,1,100,22.1729490022173,37,8.2039911308204,33,7.31707317073171,30,6.65188470066519,451,,,692,153.436807095344,217,48.1152993348115,27,120,40.9070688,-3.7397005,93,150,0.775
28157,Valdelaguna,4,92,10.9393579072533,35,4.16171224732461,52,6.18311533888228,70,8.32342449464923,841,,,728,86.563614744352,319,37.9310344827586,26,206,40.1616853,-3.3678641,180,276,0.8737864077669902
28163,Valdepiélagos,5,90,15.6794425087108,48,8.36236933797909,37,6.44599303135888,31,5.4006968641115,574,,,469,81.7073170731707,211,36.7595818815331,20,168,40.7608617,-3.4656137,148,199,0.8809523809523809
28122,Ribatejada,4,82,11.9013062409289,34,4.93468795355588,36,5.22496371552975,65,9.43396226415094,689,,,626,90.8563134978229,279,40.4934687953556,23,188,40.6674275,-3.3930713,165,253,0.8776595744680851
28136,Santorcaz,4,78,9.16568742655699,44,5.17038777908343,41,4.81786133960047,49,5.75793184488837,851,,,576,67.6850763807286,322,37.8378378378378,22,223,40.4720739,-3.2338527,201,272,0.9013452914798207
28902,Puentes Viejas,4,76,12.1212121212121,40,6.37958532695375,29,4.62519936204147,49,7.81499202551834,627,,,900,143.540669856459,296,47.2089314194577,17,196,40.964983,-3.583199,179,245,0.9132653061224489
28062,Garganta de los Montes,1,75,21.3675213675214,37,10.5413105413105,30,8.54700854700855,19,5.41310541310541,351,,,658,187.464387464387,179,50.997150997151,13,102,40.9220447,-3.6857781,89,121,0.8725490196078431
28121,Redueña,1,73,27.9693486590038,19,7.27969348659004,14,5.3639846743295,10,3.83141762452107,261,,,252,96.551724137931,133,50.9578544061303,10,90,40.8163179,-3.6032704,80,100,0.8888888888888888
28011,Ambite,4,72,12.1008403361345,32,5.3781512605042,29,4.87394957983193,70,11.7647058823529,595,,,736,123.697478991597,261,43.8655462184874,22,151,40.3283739,-3.1823592,129,221,0.8543046357615894
28155,Valdaracete,4,66,10.2964118564743,31,4.83619344773791,24,3.74414976599064,50,7.8003120124805,641,,,470,73.3229329173167,250,39.0015600624025,22,153,40.2106498,-3.1949136,131,203,0.8562091503267973
28048,Corpa,4,62,9.22619047619048,29,4.31547619047619,24,3.57142857142857,46,6.84523809523809,672,,,407,60.5654761904762,258,38.3928571428571,12,222,40.4254386,-3.2640205,210,268,0.9459459459459459
28020,Berzosa del Lozoya,6,53,26.7676767676768,7,3.53535353535354,12,6.06060606060606,15,7.57575757575758,198,,,171,86.3636363636364,85,42.9292929292929,19,51,40.9755539,-3.5236688,32,66,0.6274509803921569
28064,Gascones,6,53,30.9941520467836,19,11.1111111111111,18,10.5263157894737,11,6.4327485380117,171,,,171,100,72,42.1052631578947,6,59,41.0182682,-3.6417313,53,70,0.8983050847457628
28003,Alameda del Valle,1,52,25,16,7.69230769230769,18,8.65384615384615,9,4.32692307692308,208,,,393,188.942307692308,113,54.3269230769231,10,72,40.9187866,-3.8439011,62,81,0.8611111111111112
28166,Valverde de Alcalá,4,47,10.9302325581395,28,6.51162790697674,21,4.88372093023256,24,5.58139534883721,430,,,260,60.4651162790698,175,40.6976744186046,5,131,40.4190426,-3.2989252,126,155,0.9618320610687023
28024,Braojos,1,45,22.3880597014925,24,11.9402985074627,18,8.95522388059701,12,5.97014925373134,201,,,238,118.407960199005,86,42.7860696517413,9,67,41.0402585,-3.6429982,58,79,0.8656716417910447
28182,Villavieja del Lozoya,5,45,16.6666666666667,24,8.88888888888889,15,5.55555555555556,12,4.44444444444444,270,,,431,159.62962962963,122,45.1851851851852,7,71,41.0063444,-3.6711079,64,83,0.9014084507042254
28070,Horcajo de la Sierra-Aoslos,1,43,30.0699300699301,11,7.69230769230769,10,6.99300699300699,5,3.4965034965035,143,,,385,269.230769230769,90,62.9370629370629,5,43,41.0551319,-3.5967937,38,48,0.8837209302325582
28117,Prádena del Rincón,1,33,24.6268656716418,14,10.4477611940299,10,7.46268656716418,2,1.49253731343284,134,,,202,150.746268656716,51,38.0597014925373,6,39,41.0440748,-3.5404748,33,41,0.8461538461538461
28071,Horcajuelo de la Sierra,1,31,36.046511627907,7,8.13953488372093,5,5.81395348837209,1,1.16279069767442,86,,,165,191.860465116279,43,50,5,23,41.0602602,-3.5461651,18,24,0.782608695652174
28114,Piñuécar-Gandullas,5,31,16.7567567567568,14,7.56756756756757,17,9.18918918918919,9,4.86486486486486,185,,,236,127.567567567568,77,41.6216216216216,2,43,41.0288141,-3.596457,41,52,0.9534883720930233
28039,Cervera de Buitrago,5,30,19.1082802547771,6,3.82165605095541,8,5.09554140127389,8,5.09554140127389,157,,,215,136.942675159236,81,51.5923566878981,7,42,40.9218597,-3.5300444,35,50,0.8333333333333334
28138,"Serna del Monte, La",6,27,35.0649350649351,10,12.987012987013,12,15.5844155844156,5,6.49350649350649,77,,,113,146.753246753247,41,53.2467532467532,2,30,40.4724364,-3.7196632,28,35,0.9333333333333333
28118,Puebla de la Sierra,7,26,39.3939393939394,0,0,6,9.09090909090909,,0,66,,,171,259.090909090909,52,78.7878787878788,3,22,41.0117046,-3.4451018,19,NA,0.8636363636363636
28143,Somosierra,6,25,32.4675324675325,8,10.3896103896104,5,6.49350649350649,5,6.49350649350649,77,,,98,127.272727272727,43,55.8441558441558,4,28,41.1330027,-3.5824103,24,33,0.8571428571428571
28112,Pinilla del Valle,4,21,10.9375,8,4.16666666666667,6,3.125,11,5.72916666666667,192,,,287,149.479166666667,97,50.5208333333333,8,49,40.9265024,-3.8203738,41,60,0.8367346938775511
28097,Navarredonda y San Mamés,7,20,15.1515151515152,13,9.84848484848485,12,9.09090909090909,4,3.03030303030303,132,,,323,244.69696969697,81,61.3636363636364,3,33,40.9906493,-3.7260317,30,37,0.9090909090909091
28078,Madarcos,7,16,34.0425531914894,8,17.0212765957447,0,0,1,2.12765957446809,47,,,78,165.957446808511,26,55.3191489361702,3,13,41.0476701,-3.5820602,10,14,0.7692307692307693
28069,"Hiruela, La",7,15,27.7777777777778,0,0,0,0,1,1.85185185185185,54,,,141,261.111111111111,36,66.6666666666667,4,19,40.4722377,-3.7188647,15,20,0.7894736842105263
28001,"Acebeda, La",1,14,21.2121212121212,6,9.09090909090909,6,9.09090909090909,5,7.57575757575758,66,,,147,222.727272727273,34,51.5151515151515,5,15,40.3405608,-3.7170023,10,20,0.6666666666666666
28016,"Atazar, El",7,12,12.6315789473684,0,0,0,0,7,7.36842105263158,95,,,70,73.6842105263158,41,43.1578947368421,8,34,40.3988486,-3.6861415,26,41,0.7647058823529411
28126,Robregordo,7,7,15.5555555555556,0,0,0,0,1,2.22222222222222,45,,,159,353.333333333333,40,88.8888888888889,2,18,41.10675,-3.5934508,16,19,0.8888888888888888
28124,Robledillo de la Jara,7,7,7.07070707070707,0,0,0,0,3,3.03030303030303,99,,,191,192.929292929293,46,46.4646464646465,2,29,40.9525839,-3.525304,27,32,0.9310344827586207
