ORIGEN,28001,28002,28003,28004,28005,28006,28007,28008,28009,28010,28011,28012,28013,28014,28015,28016,28017,28018,28019,28020,28021,28022,28023,28024,28025,28026,28027,28028,28029,28030,28031,28032,28033,28034,28035,28036,28037,28038,28039,28040,28041,28042,28043,28044,28045,28046,28047,28048,28049,28050,28051,28052,28053,28054,28055,28056,28057,28058,28059,28060,28061,28062,28063,28064,28065,28066,28067,28068,28069,28070,28071,28072,28073,28074,28075,28076,28078,28079,28080,28082,28083,28084,28085,28086,28087,28088,28089,28090,28091,28092,28093,28094,28095,28096,28097,28099,28100,28101,28102,28104,28106,28107,28108,28109,28110,28111,28112,28113,28114,28115,28116,28117,28118,28119,28120,28121,28122,28123,28124,28125,28126,28127,28128,28129,28130,28131,28132,28133,28134,28135,28136,28137,28138,28140,28141,28143,28144,28145,28146,28147,28148,28149,28150,28151,28152,28153,28154,28155,28156,28157,28158,28159,28160,28161,28162,28163,28164,28165,28166,28167,28168,28169,28170,28171,28172,28173,28174,28175,28176,28177,28178,28179,28180,28181,28182,28183,28901,28902,28903,Total general
19331,0,0,0,1,33,12,0,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,2,0,0,85,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,1,3,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,198
28001,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
28002,0,417,0,0,93,72,7,0,22,0,0,0,1,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,15,3,0,0,4,0,0,0,44,0,0,0,67,0,0,0,2,4,4,0,1,0,0,0,11,0,0,1,0,0,0,0,1,4,3,0,0,579,4,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,52,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,1,4,0,0,0,8,0,2,23,0,0,0,57,0,0,0,0,0,0,0,0,1,0,0,110,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,25,1.686
28003,0,0,10,0,0,5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
28004,0,2,0,453,7,15,108,2,3,0,0,0,5,4,88,0,12,0,0,0,0,16,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,9,0,0,0,1,2,0,0,0,3,4,0,0,1,2,0,0,0,66,0,0,1,0,0,0,59,22,0,0,0,0,0,0,38,77,0,0,0,826,30,0,0,2,1,0,0,0,4,1,0,183,0,0,0,167,0,0,0,0,0,0,14,0,1,0,0,0,0,11,0,46,0,0,0,1,0,0,0,1,0,0,0,25,0,0,6,1,4,0,8,0,0,0,0,16,12,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,2,0,0,0,0,12,0,1,0,1,27,0,0,0,0,10,2.440
28005,1,372,0,4,25.793,1.715,218,0,181,3,4,48,84,520,29,0,0,0,1,1,1,68,2,20,1,3,0,5,1,0,1,537,39,0,2,2,0,2,0,81,68,8,2,6,57,5,24,3,990,5,0,1,550,9,5,0,7,166,37,2,21,0,2,0,372,11,4,8,0,0,0,3,27,192,287,0,0,21.388,194,3,1.141,185,0,6,1,0,4,8,8,78,1,1,0,35,0,0,31,2,7,138,76,2,2,0,1,4,0,175,0,602,2,0,1,0,1,5,7,355,0,0,0,350,13,54,906,3,18,2,843,0,4,44,0,0,1,0,25,4,5,0,2.696,4,0,8,37,5,367,0,37,0,0,0,1,58,41,0,2,15,4,58,3,3,0,1,563,3,0,0,17,8,0,5,7,33,0,1,2,0,550,63.876
28006,0,71,0,4,315,13.949,133,0,422,2,0,0,64,114,21,0,0,0,0,1,4,79,3,3,0,4,5,2,3,6,0,21,2,1,0,2,1,3,0,48,62,24,0,4,154,5,25,0,178,1,0,1,43,2,2,0,3,74,65,0,22,2,1,2,194,6,6,3,0,0,1,1,15,159,16,1,0,18.269,151,4,15,14,2,25,1,1,2,5,1,78,0,1,0,9,0,1,0,0,0,153,23,2,18,0,1,0,0,41,2,505,0,1,1,0,0,3,0,98,3,0,0,411,6,182,149,5,7,1,3.754,0,0,2,0,0,2,0,10,14,0,0,304,13,2,3,13,2,15,0,0,0,0,1,2,23,22,2,11,2,0,10,0,1,1,1,4,0,0,1,30,5,1,0,2,39,2,2,9,7,1.154,42.012
28007,0,38,0,22,275,1.037,12.621,10,60,5,0,1,78,156,255,0,2,4,0,0,0,589,1,6,0,30,2,1,0,0,8,6,6,2,0,2,0,4,0,88,5,7,1,7,44,8,51,0,227,20,0,3,19,5,3,0,1,1.222,3,1,31,0,0,0,1.623,100,1,8,0,1,0,11,204,2.776,22,0,0,27.754,561,0,18,22,1,2,0,1,44,6,7,2.161,3,1,1,145,0,7,3,2,0,28,184,0,2,6,2,0,0,196,0,2.247,1,0,0,3,1,0,0,178,0,2,0,947,8,17,163,9,50,15,374,0,0,0,0,13,26,0,3,1,0,1,238,24,6,13,44,5,4,0,0,0,0,0,19,144,3,1,3,1,0,16,0,2,0,39,1,2,8,3,69,24,7,1,11,494,0,3,7,0,424,58.545
28008,0,1,0,3,2,5,21,124,0,0,0,0,0,3,10,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,4,0,0,2,0,1,0,2,0,1,1,0,0,0,18,1,3,0,0,0,0,12,1,0,1,0,0,0,0,5,9,0,0,0,243,14,0,0,0,0,0,0,0,0,0,1,26,0,0,0,35,0,0,0,0,0,1,2,0,0,4,0,0,0,2,0,14,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,6,3,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,9,0,5,2,1,0,0,11,0,1,0,0,0,658
28009,0,43,0,0,194,873,22,1,1.260,0,0,0,5,18,4,0,0,0,0,0,0,18,1,0,0,0,1,0,0,1,0,10,0,1,0,1,0,0,0,14,94,9,1,0,64,0,6,0,58,0,0,0,52,1,1,1,1,13,98,0,3,0,1,1,33,2,1,0,0,0,2,0,1,24,3,0,0,2.697,21,0,8,4,0,6,0,0,1,0,0,9,0,0,0,6,0,0,0,0,1,70,1,0,3,0,0,0,0,8,0,86,0,0,0,0,2,0,2,20,0,0,0,84,0,49,44,1,0,0,733,0,0,0,0,0,0,0,2,15,0,1,116,0,0,2,3,2,6,0,0,0,0,0,0,4,109,0,17,2,0,2,0,0,0,0,3,0,0,0,2,0,0,0,1,1,0,0,0,1,138,7.220
28010,0,3,0,0,15,145,34,0,3,578,0,0,5,3,1,0,0,15,0,0,0,35,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,1,1,2,0,33,44,42,570,0,12,0,1,0,2,38,0,0,0,8,1,0,58,0,0,0,20,1,1,79,0,0,0,8,0,29,0,0,0,1.929,105,7,1,1,2,0,5,0,0,62,0,20,10,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,185,0,0,0,0,4,0,0,10,0,2,0,345,0,5,5,40,3,0,43,0,0,0,0,0,0,0,3,1,0,0,14,1,0,0,117,0,1,0,0,0,0,0,7,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,10,7,1,0,0,11,0,2,0,0,56,4.859
28011,0,0,0,0,8,4,0,0,0,0,22,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,64,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,151
28012,0,4,0,1,103,4,1,0,1,0,0,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,5,0,0,111,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,5,0,0,0,0,0,0,0,3,0,0,0,4,0,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,2,365
28013,0,3,0,2,72,125,102,0,6,0,1,0,7.323,175,15,0,0,2,4,0,0,16,0,0,0,0,0,1,0,1,0,1,2,0,0,3,0,0,0,400,0,0,64,1,3,1,17,0,43,7,0,25,2,1,2,0,0,174,0,2,4,0,0,0,440,30,0,0,0,0,0,2,40,183,5,0,0,4.655,28,0,9,3,0,1,0,0,5,0,8,63,1,0,0,18,0,0,0,0,9,2,86,0,0,1,2,0,0,237,0,118,0,0,0,1,0,1,0,62,0,2,0,71,0,2,55,5,100,2,78,0,0,0,0,3,0,0,1,1,0,7,36,22,16,0,6,1,13,0,0,0,0,0,1,406,0,0,2,0,0,3,0,0,24,6,1,1,1,0,7,0,0,0,21,41,0,0,0,0,52,15.597
