origen_destino,residencia,trabajo,zona_residencia,zona_trabajo,trabajadores
28165 - 28025,28165,28025,08,08,1
28165 - 28031,28165,28031,08,10,1
28165 - 28032,28165,28032,08,07,7
28165 - 28033,28165,28033,08,08,37
28165 - 28035,28165,28035,08,08,11
28165 - 28040,28165,28040,08,04,4
28165 - 28049,28165,28049,08,03,14
28165 - 28052,28165,28052,08,08,1
28165 - 28055,28165,28055,08,08,2
28165 - 28058,28165,28058,08,04,2
28165 - 28065,28165,28065,08,04,7
28165 - 28073,28165,28073,08,04,1
28165 - 28075,28165,28075,08,08,7
28165 - 28079,28165,28079,08,01,262
28165 - 28080,28165,28080,08,05,3
28165 - 28083,28165,28083,08,07,3
28165 - 28084,28165,28084,08,03,4
28165 - 28091,28165,28091,08,08,7
28165 - 28092,28165,28092,08,04,1
28165 - 28096,28165,28096,08,09,1
28165 - 28100,28165,28100,08,08,8
28165 - 28101,28165,28101,08,08,1
28165 - 28102,28165,28102,08,08,1
28165 - 28104,28165,28104,08,03,1
28165 - 28110,28165,28110,08,08,4
28165 - 28111,28165,28111,08,08,1
28165 - 28115,28165,28115,08,05,2
28165 - 28123,28165,28123,08,03,33
28165 - 28127,28165,28127,08,05,2
28165 - 28130,28165,28130,08,03,2
28165 - 28134,28165,28134,08,02,5
28165 - 28146,28165,28146,08,08,12
28165 - 28148,28165,28148,08,03,18
28165 - 28154,28165,28154,08,08,7
28165 - 28161,28165,28161,08,04,3
28165 - 28165,28165,28165,08,08,181
28165 - 28167,28165,28167,08,03,1
28165 - 28172,28165,28172,08,08,2
28165 - 28179,28165,28179,08,08,1
28165 - 28180,28165,28180,08,08,1
28166 - 28002,28166,28002,08,03,1
28166 - 28005,28166,28005,08,03,30
28166 - 28006,28166,28006,08,02,1
28166 - 28012,28166,28012,08,08,1
28166 - 28032,28166,28032,08,07,2
28166 - 28049,28166,28049,08,03,6
28166 - 28053,28166,28053,08,07,1
28166 - 28058,28166,28058,08,04,1
28166 - 28075,28166,28075,08,08,3
28166 - 28079,28166,28079,08,01,44
28166 - 28092,28166,28092,08,04,1
28166 - 28100,28166,28100,08,08,1
28166 - 28104,28166,28104,08,03,1
28166 - 28130,28166,28130,08,03,4
28166 - 28148,28166,28148,08,03,5
28166 - 28154,28166,28154,08,08,11
28166 - 28160,28166,28160,08,11,2
28166 - 28166,28166,28166,08,08,5
28166 - 28172,28166,28172,08,08,9
28166 - 28903,28166,28903,08,02,2
28167 - 28002,28167,28002,03,03,10
28167 - 28005,28167,28005,03,03,150
28167 - 28006,28167,28006,03,02,64
28167 - 28007,28167,28007,03,04,19
28167 - 28009,28167,28009,03,02,7
28167 - 28013,28167,28013,03,04,7
28167 - 28014,28167,28014,03,03,180
28167 - 28015,28167,28015,03,09,1
28167 - 28022,28167,28022,03,05,10
28167 - 28031,28167,28031,03,10,1
28167 - 28033,28167,28033,03,08,8
28167 - 28040,28167,28040,03,04,4
28167 - 28041,28167,28041,03,02,1
28167 - 28043,28167,28043,03,08,1
28167 - 28045,28167,28045,03,02,1
28167 - 28047,28167,28047,03,05,3
28167 - 28049,28167,28049,03,03,295
28167 - 28053,28167,28053,03,07,8
28167 - 28058,28167,28058,03,04,14
28167 - 28059,28167,28059,03,07,1
28167 - 28060,28167,28060,03,08,1
28167 - 28061,28167,28061,03,05,5
28167 - 28063,28167,28063,03,06,2
28167 - 28065,28167,28065,03,04,55
28167 - 28066,28167,28066,03,09,4
28167 - 28067,28167,28067,03,06,1
28167 - 28068,28167,28068,03,11,2
28167 - 28073,28167,28073,03,04,2
28167 - 28074,28167,28074,03,04,14
28167 - 28075,28167,28075,03,08,80
28167 - 28079,28167,28079,03,01,1884
28167 - 28080,28167,28080,03,05,10
28167 - 28083,28167,28083,03,07,21
28167 - 28084,28167,28084,03,03,232
28167 - 28086,28167,28086,03,07,1
28167 - 28089,28167,28089,03,09,2
28167 - 28091,28167,28091,03,08,5
28167 - 28092,28167,28092,03,04,16
28167 - 28093,28167,28093,03,11,1
28167 - 28096,28167,28096,03,09,7
28167 - 28100,28167,28100,03,08,2
28167 - 28101,28167,28101,03,08,1
28167 - 28102,28167,28102,03,08,2
28167 - 28104,28167,28104,03,03,8
28167 - 28106,28167,28106,03,04,4
28167 - 28111,28167,28111,03,08,1
28167 - 28113,28167,28113,03,04,12
28167 - 28115,28167,28115,03,05,50
28167 - 28121,28167,28121,03,06,1
28167 - 28123,28167,28123,03,03,167
28167 - 28127,28167,28127,03,05,19
28167 - 28128,28167,28128,03,10,1
28167 - 28129,28167,28129,03,02,2
28167 - 28130,28167,28130,03,03,163
28167 - 28132,28167,28132,03,04,6
28167 - 28134,28167,28134,03,02,34
28167 - 28144,28167,28144,03,11,1
28167 - 28148,28167,28148,03,03,170
28167 - 28152,28167,28152,03,05,1
28167 - 28154,28167,28154,03,08,21
28167 - 28156,28167,28156,03,07,2
28167 - 28157,28167,28157,03,08,1
28167 - 28161,28167,28161,03,04,11
28167 - 28164,28167,28164,03,07,1
28167 - 28167,28167,28167,03,03,684
28167 - 28171,28167,28171,03,09,1
28167 - 28172,28167,28172,03,08,9
28167 - 28176,28167,28176,03,05,2
28167 - 28180,28167,28180,03,08,3
28167 - 28181,28167,28181,03,05,3
28167 - 28903,28167,28903,03,02,27
28168 - 28002,28168,28002,06,03,2
28168 - 28004,28168,28004,06,09,1
28168 - 28005,28168,28005,06,03,5
28168 - 28006,28168,28006,06,02,60
28168 - 28009,28168,28009,06,02,20
28168 - 28013,28168,28013,06,04,1
28168 - 28022,28168,28022,06,05,2
28168 - 28027,28168,28027,06,06,2
28168 - 28028,28168,28028,06,06,1
28168 - 28030,28168,28030,06,06,2
28168 - 28040,28168,28040,06,04,1
28168 - 28045,28168,28045,06,02,16
28168 - 28047,28168,28047,06,05,2
28168 - 28049,28168,28049,06,03,11
28168 - 28050,28168,28050,06,09,1
28168 - 28053,28168,28053,06,07,3
28168 - 28058,28168,28058,06,04,1
28168 - 28059,28168,28059,06,07,3
28168 - 28065,28168,28065,06,04,3
28168 - 28067,28168,28067,06,06,1
28168 - 28068,28168,28068,06,11,1
28168 - 28074,28168,28074,06,04,2
28168 - 28079,28168,28079,06,01,175
28168 - 28080,28168,28080,06,05,1
28168 - 28082,28168,28082,06,11,1
28168 - 28085,28168,28085,06,11,1
28168 - 28086,28168,28086,06,07,15
28168 - 28088,28168,28088,06,06,1
28168 - 28092,28168,28092,06,04,1
28168 - 28096,28168,28096,06,09,1
28168 - 28104,28168,28104,06,03,1
28168 - 28108,28168,28108,06,06,19
28168 - 28113,28168,28113,06,04,1
28168 - 28115,28168,28115,06,05,8
28168 - 28123,28168,28123,06,03,1
28168 - 28127,28168,28127,06,05,8
28168 - 28129,28168,28129,06,02,60
28168 - 28130,28168,28130,06,03,3
28168 - 28134,28168,28134,06,02,42
28168 - 28138,28168,28138,06,06,1
28168 - 28144,28168,28144,06,11,1
28168 - 28145,28168,28145,06,07,1
28168 - 28148,28168,28148,06,03,7
28168 - 28153,28168,28153,06,06,4
28168 - 28163,28168,28163,06,07,1
28168 - 28168,28168,28168,06,06,43
28168 - 28169,28168,28169,06,06,11
28168 - 28901,28168,28901,06,06,5
28168 - 28902,28168,28902,06,06,2
28168 - 28903,28168,28903,06,02,23
28169 - 28002,28169,28002,06,03,1
28169 - 28005,28169,28005,06,03,8
28169 - 28006,28169,28006,06,02,39
28169 - 28007,28169,28007,06,04,2
28169 - 28009,28169,28009,06,02,4
28169 - 28013,28169,28013,06,04,1
28169 - 28021,28169,28021,06,06,1
28169 - 28022,28169,28022,06,05,1
28169 - 28027,28169,28027,06,06,2
28169 - 28029,28169,28029,06,06,1
28169 - 28030,28169,28030,06,06,5
28169 - 28042,28169,28042,06,10,1
28169 - 28045,28169,28045,06,02,10
28169 - 28046,28169,28046,06,11,1
28169 - 28049,28169,28049,06,03,1
28169 - 28058,28169,28058,06,04,2
28169 - 28065,28169,28065,06,04,2
28169 - 28067,28169,28067,06,06,2
28169 - 28072,28169,28072,06,05,1
28169 - 28076,28169,28076,06,06,1
28169 - 28079,28169,28079,06,01,215
28169 - 28080,28169,28080,06,05,1
28169 - 28086,28169,28086,06,07,8
28169 - 28088,28169,28088,06,06,1
28169 - 28092,28169,28092,06,04,1
28169 - 28094,28169,28094,06,06,1
28169 - 28104,28169,28104,06,03,1
28169 - 28108,28169,28108,06,06,4
28169 - 28115,28169,28115,06,05,5
28169 - 28123,28169,28123,06,03,1
28169 - 28127,28169,28127,06,05,12
28169 - 28129,28169,28129,06,02,12
28169 - 28131,28169,28131,06,11,1
28169 - 28134,28169,28134,06,02,45
28169 - 28144,28169,28144,06,11,2
28169 - 28148,28169,28148,06,03,4
28169 - 28151,28169,28151,06,06,2
28169 - 28153,28169,28153,06,06,1
28169 - 28158,28169,28158,06,06,1
28169 - 28168,28169,28168,06,06,1
28169 - 28169,28169,28169,06,06,71
28169 - 28901,28169,28901,06,06,5
28169 - 28903,28169,28903,06,02,23
28170 - 28004,28170,28004,08,09,1
28170 - 28005,28170,28005,08,03,19
28170 - 28006,28170,28006,08,02,5
28170 - 28007,28170,28007,08,04,6
28170 - 28013,28170,28013,08,04,91
28170 - 28014,28170,28014,08,03,28
28170 - 28019,28170,28019,08,08,1
28170 - 28022,28170,28022,08,05,2
28170 - 28033,28170,28033,08,08,1
28170 - 28036,28170,28036,08,09,1
28170 - 28040,28170,28040,08,04,39
28170 - 28043,28170,28043,08,08,15
28170 - 28045,28170,28045,08,02,1
28170 - 28049,28170,28049,08,03,5
28170 - 28050,28170,28050,08,09,3
28170 - 28052,28170,28052,08,08,20
28170 - 28055,28170,28055,08,08,2
28170 - 28058,28170,28058,08,04,12
28170 - 28059,28170,28059,08,07,1
28170 - 28065,28170,28065,08,04,21
28170 - 28073,28170,28073,08,04,4
28170 - 28074,28170,28074,08,04,8
28170 - 28079,28170,28079,08,01,174
28170 - 28080,28170,28080,08,05,3
28170 - 28084,28170,28084,08,03,2
28170 - 28088,28170,28088,08,06,1
28170 - 28092,28170,28092,08,04,2
28170 - 28096,28170,28096,08,09,3
28170 - 28106,28170,28106,08,04,5
28170 - 28113,28170,28113,08,04,8
28170 - 28115,28170,28115,08,05,4
28170 - 28123,28170,28123,08,03,3
28170 - 28127,28170,28127,08,05,2
28170 - 28130,28170,28130,08,03,2
28170 - 28132,28170,28132,08,04,6
28170 - 28134,28170,28134,08,02,3
28170 - 28147,28170,28147,08,08,6
28170 - 28148,28170,28148,08,03,1
28170 - 28149,28170,28149,08,09,4
28170 - 28152,28170,28152,08,05,1
28170 - 28161,28170,28161,08,04,40
28170 - 28170,28170,28170,08,08,251
28170 - 28172,28170,28172,08,08,2
28170 - 28180,28170,28180,08,08,20
28170 - 28181,28170,28181,08,05,2
28170 - 28903,28170,28903,08,02,1
28171 - 28002,28171,28002,09,03,1
28171 - 28004,28171,28004,09,09,9
28171 - 28005,28171,28005,09,03,4
28171 - 28006,28171,28006,09,02,11
28171 - 28007,28171,28007,09,04,41
28171 - 28008,28171,28008,09,09,66
28171 - 28010,28171,28010,09,11,1
28171 - 28014,28171,28014,09,03,7
28171 - 28015,28171,28015,09,09,29
28171 - 28017,28171,28017,09,09,1
28171 - 28022,28171,28022,09,05,17
28171 - 28023,28171,28023,09,11,1
28171 - 28026,28171,28026,09,05,3
28171 - 28031,28171,28031,09,10,9
28171 - 28036,28171,28036,09,09,1
28171 - 28042,28171,28042,09,10,4
28171 - 28043,28171,28043,09,08,4
28171 - 28044,28171,28044,09,11,1
28171 - 28046,28171,28046,09,11,1
28171 - 28047,28171,28047,09,05,13
28171 - 28049,28171,28049,09,03,6
28171 - 28051,28171,28051,09,10,4
28171 - 28054,28171,28054,09,11,2
28171 - 28058,28171,28058,09,04,25
28171 - 28059,28171,28059,09,07,4
28171 - 28060,28171,28060,09,08,1
28171 - 28061,28171,28061,09,05,4
28171 - 28065,28171,28065,09,04,20
28171 - 28066,28171,28066,09,09,2
28171 - 28068,28171,28068,09,11,1
28171 - 28072,28171,28072,09,05,1
28171 - 28073,28171,28073,09,04,2
28171 - 28074,28171,28074,09,04,20
28171 - 28079,28171,28079,09,01,752
28171 - 28080,28171,28080,09,05,23
28171 - 28085,28171,28085,09,11,1
28171 - 28089,28171,28089,09,09,1
28171 - 28092,28171,28092,09,04,46
28171 - 28096,28171,28096,09,09,34
28171 - 28104,28171,28104,09,03,3
28171 - 28106,28171,28106,09,04,2
28171 - 28109,28171,28109,09,10,1
28171 - 28113,28171,28113,09,04,5
28171 - 28115,28171,28115,09,05,23
28171 - 28123,28171,28123,09,03,7
28171 - 28125,28171,28125,09,10,4
28171 - 28127,28171,28127,09,05,28
28171 - 28129,28171,28129,09,02,1
28171 - 28130,28171,28130,09,03,1
28171 - 28131,28171,28131,09,11,7
28171 - 28133,28171,28133,09,10,21
28171 - 28134,28171,28134,09,02,11
28171 - 28140,28171,28140,09,09,1
28171 - 28141,28171,28141,09,09,2
28171 - 28148,28171,28148,09,03,3
28171 - 28150,28171,28150,09,09,1
28171 - 28152,28171,28152,09,05,1
28171 - 28160,28171,28160,09,11,2
28171 - 28161,28171,28161,09,04,2
28171 - 28167,28171,28167,09,03,1
28171 - 28171,28171,28171,09,09,492
28171 - 28174,28171,28174,09,09,26
28171 - 28176,28171,28176,09,05,4
28171 - 28177,28171,28177,09,11,1
28171 - 28181,28171,28181,09,05,6
28171 - 28903,28171,28903,09,02,6
28172 - 28002,28172,28002,08,03,23
28172 - 28004,28172,28004,08,09,1
28172 - 28005,28172,28005,08,03,1136
28172 - 28006,28172,28006,08,02,102
28172 - 28007,28172,28007,08,04,13
28172 - 28009,28172,28009,08,02,15
28172 - 28010,28172,28010,08,11,1
28172 - 28012,28172,28012,08,08,7
28172 - 28013,28172,28013,08,04,7
28172 - 28014,28172,28014,08,03,61
28172 - 28022,28172,28022,08,05,3
28172 - 28024,28172,28024,08,06,3
28172 - 28032,28172,28032,08,07,18
28172 - 28033,28172,28033,08,08,7
28172 - 28040,28172,28040,08,04,5
28172 - 28041,28172,28041,08,02,2
28172 - 28043,28172,28043,08,08,1
28172 - 28045,28172,28045,08,02,6
28172 - 28046,28172,28046,08,11,1
28172 - 28047,28172,28047,08,05,3
28172 - 28048,28172,28048,08,08,5
28172 - 28049,28172,28049,08,03,65
28172 - 28052,28172,28052,08,08,2
28172 - 28053,28172,28053,08,07,23
28172 - 28055,28172,28055,08,08,2
28172 - 28058,28172,28058,08,04,5
28172 - 28065,28172,28065,08,04,26
28172 - 28066,28172,28066,08,09,2
28172 - 28073,28172,28073,08,04,1
28172 - 28074,28172,28074,08,04,14
28172 - 28075,28172,28075,08,08,42
28172 - 28079,28172,28079,08,01,1375
28172 - 28080,28172,28080,08,05,17
28172 - 28083,28172,28083,08,07,55
28172 - 28084,28172,28084,08,03,11
28172 - 28091,28172,28091,08,08,5
28172 - 28092,28172,28092,08,04,6
28172 - 28096,28172,28096,08,09,3
28172 - 28100,28172,28100,08,08,10
28172 - 28104,28172,28104,08,03,6
28172 - 28106,28172,28106,08,04,9
28172 - 28111,28172,28111,08,08,1
28172 - 28113,28172,28113,08,04,15
28172 - 28115,28172,28115,08,05,40
28172 - 28116,28172,28116,08,08,7
28172 - 28123,28172,28123,08,03,35
28172 - 28127,28172,28127,08,05,24
28172 - 28128,28172,28128,08,10,1
28172 - 28129,28172,28129,08,02,2
28172 - 28130,28172,28130,08,03,65
28172 - 28131,28172,28131,08,11,1
28172 - 28132,28172,28132,08,04,1
28172 - 28133,28172,28133,08,10,1
28172 - 28134,28172,28134,08,02,66
28172 - 28136,28172,28136,08,08,1
28172 - 28137,28172,28137,08,08,3
28172 - 28144,28172,28144,08,11,2
28172 - 28145,28172,28145,08,07,1
28172 - 28148,28172,28148,08,03,182
28172 - 28151,28172,28151,08,06,2
28172 - 28152,28172,28152,08,05,2
28172 - 28153,28172,28153,08,06,1
28172 - 28154,28172,28154,08,08,71
28172 - 28161,28172,28161,08,04,1
28172 - 28162,28172,28162,08,07,5
28172 - 28165,28172,28165,08,08,3
28172 - 28166,28172,28166,08,08,1
28172 - 28167,28172,28167,08,03,14
28172 - 28172,28172,28172,08,08,421
28172 - 28180,28172,28180,08,08,1
28172 - 28181,28172,28181,08,05,4
28172 - 28903,28172,28903,08,02,24
28173 - 28006,28173,28006,08,02,1
28173 - 28007,28173,28007,08,04,1
28173 - 28013,28173,28013,08,04,5
28173 - 28014,28173,28014,08,03,17
28173 - 28025,28173,28025,08,08,1
28173 - 28041,28173,28041,08,02,1
28173 - 28043,28173,28043,08,08,1
28173 - 28049,28173,28049,08,03,4
28173 - 28052,28173,28052,08,08,1
28173 - 28055,28173,28055,08,08,4
28173 - 28058,28173,28058,08,04,2
28173 - 28060,28173,28060,08,08,2
28173 - 28065,28173,28065,08,04,4
28173 - 28074,28173,28074,08,04,1
28173 - 28079,28173,28079,08,01,51
28173 - 28083,28173,28083,08,07,1
28173 - 28084,28173,28084,08,03,1
28173 - 28091,28173,28091,08,08,1
28173 - 28113,28173,28113,08,04,1
28173 - 28115,28173,28115,08,05,1
28173 - 28123,28173,28123,08,03,5
28173 - 28127,28173,28127,08,05,1
28173 - 28130,28173,28130,08,03,2
28173 - 28132,28173,28132,08,04,1
28173 - 28146,28173,28146,08,08,2
28173 - 28148,28173,28148,08,03,2
28173 - 28155,28173,28155,08,08,3
28173 - 28167,28173,28167,08,03,2
28173 - 28173,28173,28173,08,08,26
28173 - 28180,28173,28180,08,08,29
28174 - 28002,28174,28002,09,03,1
28174 - 28005,28174,28005,09,03,1
28174 - 28006,28174,28006,09,02,4
28174 - 28007,28174,28007,09,04,22
28174 - 28008,28174,28008,09,09,7
28174 - 28014,28174,28014,09,03,1
28174 - 28015,28174,28015,09,09,14
28174 - 28022,28174,28022,09,05,6
28174 - 28026,28174,28026,09,05,2
28174 - 28037,28174,28037,09,10,2
28174 - 28040,28174,28040,09,04,2
28174 - 28049,28174,28049,09,03,4
28174 - 28051,28174,28051,09,10,2
28174 - 28058,28174,28058,09,04,12
28174 - 28060,28174,28060,09,08,3
28174 - 28061,28174,28061,09,05,1
28174 - 28065,28174,28065,09,04,12
28174 - 28066,28174,28066,09,09,1
28174 - 28073,28174,28073,09,04,1
28174 - 28074,28174,28074,09,04,14
28174 - 28079,28174,28079,09,01,209
28174 - 28080,28174,28080,09,05,11
28174 - 28089,28174,28089,09,09,1
28174 - 28092,28174,28092,09,04,34
28174 - 28096,28174,28096,09,09,44
28174 - 28106,28174,28106,09,04,1
28174 - 28113,28174,28113,09,04,2
28174 - 28115,28174,28115,09,05,12
28174 - 28123,28174,28123,09,03,1
28174 - 28127,28174,28127,09,05,11
28174 - 28130,28174,28130,09,03,1
28174 - 28133,28174,28133,09,10,1
28174 - 28134,28174,28134,09,02,2
28174 - 28141,28174,28141,09,09,5
28174 - 28148,28174,28148,09,03,1
28174 - 28149,28174,28149,09,09,1
28174 - 28161,28174,28161,09,04,2
28174 - 28171,28174,28171,09,09,2
28174 - 28174,28174,28174,09,09,132
28174 - 28175,28174,28175,09,09,18
28174 - 28176,28174,28176,09,05,2
28174 - 28177,28174,28177,09,11,1
28174 - 28181,28174,28181,09,05,13
28175 - 28004,28175,28004,09,09,1
28175 - 28005,28175,28005,09,03,1
28175 - 28006,28175,28006,09,02,4
28175 - 28007,28175,28007,09,04,12
28175 - 28008,28175,28008,09,09,2
28175 - 28009,28175,28009,09,02,1
28175 - 28014,28175,28014,09,03,1
28175 - 28015,28175,28015,09,09,7
28175 - 28022,28175,28022,09,05,10
28175 - 28026,28175,28026,09,05,7
28175 - 28038,28175,28038,09,11,1
28175 - 28047,28175,28047,09,05,2
28175 - 28049,28175,28049,09,03,2
28175 - 28058,28175,28058,09,04,8
28175 - 28061,28175,28061,09,05,2
28175 - 28065,28175,28065,09,04,6
28175 - 28073,28175,28073,09,04,2
28175 - 28074,28175,28074,09,04,5
28175 - 28079,28175,28079,09,01,137
28175 - 28080,28175,28080,09,05,15
28175 - 28092,28175,28092,09,04,19
28175 - 28096,28175,28096,09,09,16
28175 - 28099,28175,28099,09,10,1
28175 - 28104,28175,28104,09,03,1
28175 - 28115,28175,28115,09,05,16
28175 - 28119,28175,28119,09,09,1
28175 - 28125,28175,28125,09,10,1
28175 - 28127,28175,28127,09,05,12
28175 - 28130,28175,28130,09,03,1
28175 - 28131,28175,28131,09,11,2
28175 - 28132,28175,28132,09,04,1
28175 - 28133,28175,28133,09,10,2
28175 - 28134,28175,28134,09,02,2
28175 - 28140,28175,28140,09,09,1
28175 - 28141,28175,28141,09,09,4
28175 - 28148,28175,28148,09,03,3
28175 - 28149,28175,28149,09,09,1
28175 - 28152,28175,28152,09,05,2
28175 - 28160,28175,28160,09,11,3
28175 - 28161,28175,28161,09,04,1
28175 - 28174,28175,28174,09,09,2
28175 - 28175,28175,28175,09,09,68
28175 - 28176,28175,28176,09,05,6
28175 - 28178,28175,28178,09,09,6
28175 - 28181,28175,28181,09,05,11
28176 - 28005,28176,28005,05,03,14
28176 - 28006,28176,28006,05,02,141
28176 - 28007,28176,28007,05,04,91
28176 - 28008,28176,28008,05,09,3
28176 - 28009,28176,28009,05,02,3
28176 - 28013,28176,28013,05,04,12
28176 - 28014,28176,28014,05,03,6
28176 - 28015,28176,28015,05,09,7
28176 - 28022,28176,28022,05,05,198
28176 - 28023,28176,28023,05,11,1
28176 - 28026,28176,28026,05,05,92
28176 - 28031,28176,28031,05,10,1
28176 - 28032,28176,28032,05,07,1
28176 - 28033,28176,28033,05,08,1
28176 - 28040,28176,28040,05,04,4
28176 - 28042,28176,28042,05,10,3
28176 - 28044,28176,28044,05,11,7
28176 - 28045,28176,28045,05,02,7
28176 - 28046,28176,28046,05,11,1
28176 - 28047,28176,28047,05,05,34
28176 - 28049,28176,28049,05,03,15
28176 - 28050,28176,28050,05,09,1
28176 - 28052,28176,28052,05,08,1
28176 - 28053,28176,28053,05,07,1
28176 - 28054,28176,28054,05,11,16
28176 - 28056,28176,28056,05,10,2
28176 - 28058,28176,28058,05,04,47
28176 - 28059,28176,28059,05,07,2
28176 - 28061,28176,28061,05,05,20
28176 - 28065,28176,28065,05,04,43
28176 - 28066,28176,28066,05,09,6
28176 - 28068,28176,28068,05,11,4
28176 - 28072,28176,28072,05,05,2
28176 - 28073,28176,28073,05,04,9
28176 - 28074,28176,28074,05,04,85
28176 - 28075,28176,28075,05,08,2
28176 - 28079,28176,28079,05,01,2293
28176 - 28080,28176,28080,05,05,366
28176 - 28083,28176,28083,05,07,2
28176 - 28086,28176,28086,05,07,2
28176 - 28089,28176,28089,05,09,3
28176 - 28090,28176,28090,05,11,1
28176 - 28092,28176,28092,05,04,108
28176 - 28095,28176,28095,05,10,6
28176 - 28096,28176,28096,05,09,21
28176 - 28099,28176,28099,05,10,2
28176 - 28104,28176,28104,05,03,1
28176 - 28106,28176,28106,05,04,5
28176 - 28109,28176,28109,05,10,3
28176 - 28113,28176,28113,05,04,12
